finding_id,timestamp,network,contract,file,line_start,line_end,swc_id,title,severity,confidence,status,remediation,commit_hash
SmartReservation::SWC-101::239,2025-08-14T03:02:31.408027,Sepolia,SmartReservation,contracts/SmartReservation.sol,239,244,SWC-101_20,Potential issue SWC-101 detected,Low,0.88,Accepted,Refactor to pull over push model,0xb7e78fa4...6cec
,2025-08-14T03:03:31.408083,Sepolia,SmartReservation,contracts/SmartReservation.sol,233,240,SWC-108_21,Potential issue SWC-108 detected,Critical,0.94,Fixed,Follow Checks-Effects-Interactions,0x0997ab4b...9d9f
StakingPool::SWC-106::59,2025-08-14T03:04:31.408140,Sepolia,StakingPool,contracts/StakingPool.sol,59,63,SWC-106_22,Potential issue SWC-106 detected,Medium,0.82,Fixed,Use SafeMath / checked arithmetic,0x17211db8...65a0
SmartReservation::SWC-105::66,2025-08-14T03:05:31.408195,Arbitrum Sepolia,SmartReservation,contracts/SmartReservation.sol,66,71,SWC-105_23,Potential issue SWC-105 detected,Critical,0.72,Open,Refactor to pull over push model,0x859eefdc...d52e
SmartReservation::SWC-101::381,2025-08-14T03:06:31.408249,Sepolia,SmartReservation,contracts/SmartReservation.sol,381,385,SWC-101_24,Potential issue SWC-101 detected,Low,0.89,Fixed,Restrict access with onlyOwner,0x394bebef...9b28
SmartReservation::SWC-106::100,2025-08-14T03:07:31.408304,Sepolia,SmartReservation,contracts/SmartReservation.sol,100,109,SWC-106_25,Potential issue SWC-106 detected,Low,0.95,Open,Restrict access with onlyOwner,0xb64754ff...0d50
SmartReservation::SWC-112::331,2025-08-14T03:08:31.408360,Arbitrum Sepolia,SmartReservation,contracts/SmartReservation.sol,331,333,SWC-112_26,Potential issue SWC-112 detected,Medium,0.9,Accepted,Validate external call return values,0x624bf509...4ac3
SmartTourismToken::SWC-112::193,2025-08-14T03:09:31.408503,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,193,201,SWC-112_27,Potential issue SWC-112 detected,Low,0.86,Open,Follow Checks-Effects-Interactions,0xfbb060c8...7ffe
SmartTourismToken::SWC-106::302,2025-08-14T03:10:31.408569,Arbitrum Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,302,304,SWC-106_28,Potential issue SWC-106 detected,Medium,0.88,Open,Add checks and input validation,0xc827d549...07b5
,2025-08-14T03:11:31.408625,Sepolia,StakingPool,contracts/StakingPool.sol,364,365,SWC-110_29,Potential issue SWC-110 detected,Low,0.92,In Review,Add checks and input validation,0x66dfa7a3...3916
StakingPool::SWC-108::358,2025-08-14T03:12:31.408682,Arbitrum Sepolia,StakingPool,contracts/StakingPool.sol,358,365,SWC-108_30,Potential issue SWC-108 detected,Low,0.83,Open,Restrict access with onlyOwner,0x11b468d5...0bc0
SmartTourismToken::SWC-110::221,2025-08-14T03:13:31.408738,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,221,228,SWC-110_31,Potential issue SWC-110 detected,Low,0.89,In Review,Follow Checks-Effects-Interactions,0x92249073...8e79
,2025-08-14T03:14:31.408793,Arbitrum Sepolia,StakingPool,contracts/StakingPool.sol,279,288,SWC-112_32,Potential issue SWC-112 detected,Medium,0.96,Open,Follow Checks-Effects-Interactions,0x139fedd9...dd28
SmartReservation::SWC-110::344,2025-08-14T03:15:31.408848,Sepolia,SmartReservation,contracts/SmartReservation.sol,344,353,SWC-110_33,Potential issue SWC-110 detected,Low,0.95,Open,Add checks and input validation,0x790b95ec...f4ec
SmartReservation::SWC-112::387,2025-08-14T03:16:31.408903,Sepolia,SmartReservation,contracts/SmartReservation.sol,387,394,SWC-112_34,Potential issue SWC-112 detected,Medium,0.8,In Review,Use SafeMath / checked arithmetic,0x7dd920cf...68bf
SmartReservation::SWC-108::278,2025-08-14T03:17:31.408956,Sepolia,SmartReservation,contracts/SmartReservation.sol,278,287,SWC-108_35,Potential issue SWC-108 detected,Medium,0.76,Fixed,Use SafeMath / checked arithmetic,0x8424bf30...bea6
,2025-08-14T03:18:31.409021,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,302,308,SWC-112_36,Potential issue SWC-112 detected,Low,0.81,Fixed,Refactor to pull over push model,0x7c515da6...a5fc
StakingPool::SWC-108::81,2025-08-14T03:19:31.409075,Sepolia,StakingPool,contracts/StakingPool.sol,81,91,SWC-108_37,Potential issue SWC-108 detected,Medium,0.78,Open,Validate external call return values,0xd3b256a3...7684
SmartReservation::SWC-107::319,2025-08-14T03:20:31.409128,Sepolia,SmartReservation,contracts/SmartReservation.sol,319,327,SWC-107_38,Potential issue SWC-107 detected,Medium,0.8,Open,Add checks and input validation,0x6625b031...f7c6
,2025-08-14T03:21:31.409182,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,362,372,SWC-112_39,Potential issue SWC-112 detected,Medium,0.95,Open,Validate external call return values,0xbdbf3b25...cf8c
SmartTourismToken::SWC-112::49,2025-08-14T03:22:31.409243,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,49,50,SWC-112_40,Potential issue SWC-112 detected,Medium,0.77,Fixed,Add checks and input validation,0x24ad8fac...7c5a
SmartTourismToken::SWC-106::201,2025-08-14T03:23:31.409302,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,201,203,SWC-106_41,Potential issue SWC-106 detected,High,0.84,Open,Restrict access with onlyOwner,0xa6b9d109...886c
SmartTourismToken::SWC-108::125,2025-08-14T03:24:31.409358,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,125,136,SWC-108_42,Potential issue SWC-108 detected,Medium,0.95,Open,Restrict access with onlyOwner,0x54c2432c...f95f
SmartReservation::SWC-105::126,2025-08-14T03:25:31.409415,Arbitrum Sepolia,SmartReservation,contracts/SmartReservation.sol,126,133,SWC-105_43,Potential issue SWC-105 detected,High,0.77,In Review,Validate external call return values,0x9342f302...cb0b
StakingPool::SWC-103::68,2025-08-14T03:26:31.409469,Sepolia,StakingPool,contracts/StakingPool.sol,68,76,SWC-103_44,Potential issue SWC-103 detected,Critical,0.95,Open,Refactor to pull over push model,0xbac6b5b8...b4a5
StakingPool::SWC-108::260,2025-08-14T03:27:31.409524,Sepolia,StakingPool,contracts/StakingPool.sol,260,263,SWC-108_45,Potential issue SWC-108 detected,Medium,0.75,Open,Refactor to pull over push model,0xbff6f57c...b6ee
SmartTourismToken::SWC-106::109,2025-08-14T03:28:31.409579,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,109,113,SWC-106_46,Potential issue SWC-106 detected,High,0.89,In Review,Follow Checks-Effects-Interactions,0xa3b17136...00b5
SmartReservation::SWC-108::88,2025-08-14T03:29:31.409636,Sepolia,SmartReservation,contracts/SmartReservation.sol,88,99,SWC-108_47,Potential issue SWC-108 detected,Medium,0.76,In Review,Refactor to pull over push model,0xecc94c2f...f087
,2025-08-14T03:30:31.409692,Arbitrum Sepolia,StakingPool,contracts/StakingPool.sol,124,132,SWC-103_48,Potential issue SWC-103 detected,Medium,0.85,Open,Restrict access with onlyOwner,0x98d20d23...7239
SmartReservation::SWC-106::158,2025-08-14T03:31:31.409747,Sepolia,SmartReservation,contracts/SmartReservation.sol,158,168,SWC-106_49,Potential issue SWC-106 detected,Low,0.89,Fixed,Refactor to pull over push model,0xfe77d04f...26d5
SmartReservation::SWC-101::49,2025-08-14T03:32:31.409801,Sepolia,SmartReservation,contracts/SmartReservation.sol,49,58,SWC-101_50,Potential issue SWC-101 detected,High,0.74,Fixed,Refactor to pull over push model,0x71a002c7...e89b
SmartTourismToken::SWC-108::151,2025-08-14T03:33:31.409856,Arbitrum Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,151,161,SWC-108_51,Potential issue SWC-108 detected,Medium,0.83,Fixed,Refactor to pull over push model,0x60e21ed6...372e
SmartReservation::SWC-103::79,2025-08-14T03:34:31.409910,Arbitrum Sepolia,SmartReservation,contracts/SmartReservation.sol,79,80,SWC-103_52,Potential issue SWC-103 detected,Medium,0.86,Fixed,Add checks and input validation,0x0fd83997...60fa
StakingPool::SWC-101::225,2025-08-14T03:35:31.409964,Sepolia,StakingPool,contracts/StakingPool.sol,225,235,SWC-101_53,Potential issue SWC-101 detected,Low,0.74,Fixed,Use SafeMath / checked arithmetic,0x612322bf...3a7c
SmartTourismToken::SWC-108::270,2025-08-14T03:36:31.410020,Arbitrum Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,270,280,SWC-108_54,Potential issue SWC-108 detected,Low,0.76,Open,Validate external call return values,0x26593864...0287
SmartTourismToken::SWC-103::331,2025-08-14T03:37:31.410076,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,331,339,SWC-103_55,Potential issue SWC-103 detected,High,0.83,In Review,Refactor to pull over push model,0xb3b9ddac...a5cd
,2025-08-14T03:38:31.410132,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,108,119,SWC-107_56,Potential issue SWC-107 detected,High,0.95,Fixed,Refactor to pull over push model,0x5e38cb05...7b41
,2025-08-14T03:39:31.410187,Sepolia,SmartReservation,contracts/SmartReservation.sol,250,259,SWC-103_57,Potential issue SWC-103 detected,High,0.71,Open,Validate external call return values,0x51f442ee...886f
SmartTourismToken::SWC-106::112,2025-08-14T03:40:31.410241,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,112,116,SWC-106_58,Potential issue SWC-106 detected,Medium,0.84,Accepted,Refactor to pull over push model,0xebb21444...e3ff
SmartReservation::SWC-101::367,2025-08-14T03:41:31.410296,Sepolia,SmartReservation,contracts/SmartReservation.sol,367,373,SWC-101_59,Potential issue SWC-101 detected,Medium,0.77,Accepted,Refactor to pull over push model,0xd77f70cf...0c41
SmartTourismToken::SWC-106::212,2025-08-14T03:42:31.410352,Arbitrum Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,212,215,SWC-106_60,Potential issue SWC-106 detected,Low,0.92,Fixed,Refactor to pull over push model,0xc83cccdd...935b
SmartReservation::SWC-101::58,2025-08-14T03:43:31.410407,Sepolia,SmartReservation,contracts/SmartReservation.sol,58,64,SWC-101_61,Potential issue SWC-101 detected,High,0.79,In Review,Restrict access with onlyOwner,0x39e2bf5a...24b0
StakingPool::SWC-108::262,2025-08-14T03:44:31.410462,Arbitrum Sepolia,StakingPool,contracts/StakingPool.sol,262,273,SWC-108_62,Potential issue SWC-108 detected,Critical,0.84,Open,Restrict access with onlyOwner,0x0d8c9844...37cf
SmartTourismToken::SWC-110::269,2025-08-14T03:45:31.410516,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,269,272,SWC-110_63,Potential issue SWC-110 detected,Medium,0.77,Accepted,Restrict access with onlyOwner,0x49903469...d4f4
,2025-08-14T03:46:31.410570,Arbitrum Sepolia,StakingPool,contracts/StakingPool.sol,339,344,SWC-112_64,Potential issue SWC-112 detected,High,0.77,Open,Add checks and input validation,0x67939827...ef96
SmartReservation::SWC-105::413,2025-08-14T03:47:31.410625,Sepolia,SmartReservation,contracts/SmartReservation.sol,413,423,SWC-105_65,Potential issue SWC-105 detected,High,0.75,In Review,Follow Checks-Effects-Interactions,0x5a1ad2a8...63e5
,2025-08-14T03:48:31.410678,Sepolia,StakingPool,contracts/StakingPool.sol,89,100,SWC-106_66,Potential issue SWC-106 detected,High,0.81,Fixed,Validate external call return values,0x7595a1cb...78e3
SmartReservation::SWC-108::296,2025-08-14T03:49:31.410736,Arbitrum Sepolia,SmartReservation,contracts/SmartReservation.sol,296,305,SWC-108_67,Potential issue SWC-108 detected,Low,0.81,Accepted,Refactor to pull over push model,0x7c8e499b...383b
StakingPool::SWC-110::45,2025-08-14T03:50:31.410790,Arbitrum Sepolia,StakingPool,contracts/StakingPool.sol,45,51,SWC-110_68,Potential issue SWC-110 detected,High,0.84,Open,Validate external call return values,0x93c16d73...d9ce
,2025-08-14T03:51:31.410845,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,61,72,SWC-101_69,Potential issue SWC-101 detected,Medium,0.86,Open,Follow Checks-Effects-Interactions,0x531311c0...31d9
SmartTourismToken::SWC-105::407,2025-08-14T03:52:31.410899,Arbitrum Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,407,418,SWC-105_70,Potential issue SWC-105 detected,Low,0.76,Open,Validate external call return values,0xf0f3cf9d...f919
StakingPool::SWC-110::411,2025-08-14T03:53:31.410950,Sepolia,StakingPool,contracts/StakingPool.sol,411,420,SWC-110_71,Potential issue SWC-110 detected,High,0.78,Open,Use SafeMath / checked arithmetic,0x26d923e5...deb8
StakingPool::SWC-110::291,2025-08-14T03:54:31.411003,Arbitrum Sepolia,StakingPool,contracts/StakingPool.sol,291,300,SWC-110_72,Potential issue SWC-110 detected,Medium,0.75,In Review,Validate external call return values,0xfaf67e4b...3e0b
SmartReservation::SWC-112::224,2025-08-14T03:55:31.411057,Sepolia,SmartReservation,contracts/SmartReservation.sol,224,229,SWC-112_73,Potential issue SWC-112 detected,High,0.9,Open,Restrict access with onlyOwner,0x0908c847...e555
StakingPool::SWC-107::261,2025-08-14T03:56:31.411110,Sepolia,StakingPool,contracts/StakingPool.sol,261,263,SWC-107_74,Potential issue SWC-107 detected,High,0.74,Open,Use SafeMath / checked arithmetic,0x8111e84c...90ae
SmartReservation::SWC-108::232,2025-08-14T03:57:31.411163,Arbitrum Sepolia,SmartReservation,contracts/SmartReservation.sol,232,239,SWC-108_75,Potential issue SWC-108 detected,Low,0.88,In Review,Restrict access with onlyOwner,0x40f60dba...0f95
SmartReservation::SWC-108::117,2025-08-14T03:58:31.411218,Sepolia,SmartReservation,contracts/SmartReservation.sol,117,125,SWC-108_76,Potential issue SWC-108 detected,High,0.82,Accepted,Refactor to pull over push model,0xdae30613...3643
SmartReservation::SWC-103::147,2025-08-14T03:59:31.411272,Arbitrum Sepolia,SmartReservation,contracts/SmartReservation.sol,147,155,SWC-103_77,Potential issue SWC-103 detected,Critical,0.89,In Review,Use SafeMath / checked arithmetic,0x0cf0a73d...9e99
StakingPool::SWC-101::139,2025-08-14T04:00:31.411326,Sepolia,StakingPool,contracts/StakingPool.sol,139,149,SWC-101_78,Potential issue SWC-101 detected,Low,0.93,Open,Refactor to pull over push model,0xaaa29bd9...c461
SmartTourismToken::SWC-108::77,2025-08-14T04:01:31.411383,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,77,85,SWC-108_79,Potential issue SWC-108 detected,Critical,0.84,In Review,Use SafeMath / checked arithmetic,0x1aa50653...dbbb
SmartTourismToken::SWC-108::67,2025-08-14T04:02:31.411438,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,67,75,SWC-108_80,Potential issue SWC-108 detected,Critical,0.9,Open,Use SafeMath / checked arithmetic,0x5af1417c...ee0a
SmartTourismToken::SWC-106::258,2025-08-14T04:03:31.411493,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,258,263,SWC-106_81,Potential issue SWC-106 detected,Medium,0.86,Open,Validate external call return values,0x36037090...0a21
SmartTourismToken::SWC-106::399,2025-08-14T04:04:31.411548,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,399,405,SWC-106_82,Potential issue SWC-106 detected,Low,0.83,Open,Refactor to pull over push model,0x8103b5b0...de1a
StakingPool::SWC-107::69,2025-08-14T04:05:31.411603,Arbitrum Sepolia,StakingPool,contracts/StakingPool.sol,69,72,SWC-107_83,Potential issue SWC-107 detected,Critical,0.92,Accepted,Use SafeMath / checked arithmetic,0x7ff6e674...5d2c
,2025-08-14T04:06:31.411672,Arbitrum Sepolia,SmartReservation,contracts/SmartReservation.sol,97,103,SWC-110_84,Potential issue SWC-110 detected,Low,0.71,In Review,Restrict access with onlyOwner,0xbc8f1438...9e65
StakingPool::SWC-105::321,2025-08-14T04:07:31.411770,Sepolia,StakingPool,contracts/StakingPool.sol,321,329,SWC-105_85,Potential issue SWC-105 detected,High,0.76,Open,Use SafeMath / checked arithmetic,0x12c55e09...c224
SmartReservation::SWC-103::97,2025-08-14T04:08:31.411864,Sepolia,SmartReservation,contracts/SmartReservation.sol,97,102,SWC-103_86,Potential issue SWC-103 detected,Critical,0.84,Open,Use SafeMath / checked arithmetic,0x34ed0dd9...f5fa
SmartTourismToken::SWC-105::43,2025-08-14T04:09:31.411953,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,43,45,SWC-105_87,Potential issue SWC-105 detected,Critical,0.72,Fixed,Add checks and input validation,0x76d8411a...7fea
SmartReservation::SWC-105::290,2025-08-14T04:10:31.412044,Arbitrum Sepolia,SmartReservation,contracts/SmartReservation.sol,290,299,SWC-105_88,Potential issue SWC-105 detected,Low,0.94,In Review,Use SafeMath / checked arithmetic,0x594c68be...6c9b
SmartReservation::SWC-108::73,2025-08-14T04:11:31.412137,Sepolia,SmartReservation,contracts/SmartReservation.sol,73,82,SWC-108_89,Potential issue SWC-108 detected,High,0.81,Open,Refactor to pull over push model,0xc0363155...96b3
StakingPool::SWC-103::249,2025-08-14T04:12:31.412285,Sepolia,StakingPool,contracts/StakingPool.sol,249,260,SWC-103_90,Potential issue SWC-103 detected,Critical,0.76,Open,Validate external call return values,0x6f797081...7806
SmartReservation::SWC-103::217,2025-08-14T04:13:31.412377,Arbitrum Sepolia,SmartReservation,contracts/SmartReservation.sol,217,223,SWC-103_91,Potential issue SWC-103 detected,Low,0.72,Open,Use SafeMath / checked arithmetic,0xfdb071ee...acbe
,2025-08-14T04:14:31.412475,Arbitrum Sepolia,StakingPool,contracts/StakingPool.sol,417,422,SWC-106_92,Potential issue SWC-106 detected,High,0.79,Open,Validate external call return values,0x5fdcf571...b870
SmartTourismToken::SWC-112::315,2025-08-14T04:15:31.412565,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,315,324,SWC-112_93,Potential issue SWC-112 detected,Medium,0.95,Open,Use SafeMath / checked arithmetic,0x60c8a9a2...85d4
SmartReservation::SWC-107::80,2025-08-14T04:16:31.412655,Sepolia,SmartReservation,contracts/SmartReservation.sol,80,83,SWC-107_94,Potential issue SWC-107 detected,Medium,0.9,Fixed,Follow Checks-Effects-Interactions,0x5b3cd330...ebfe
SmartTourismToken::SWC-108::232,2025-08-14T04:17:31.412749,Arbitrum Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,232,234,SWC-108_95,Potential issue SWC-108 detected,Medium,0.91,In Review,Restrict access with onlyOwner,0x4cd8f4d9...eded
,2025-08-14T04:18:31.412842,Arbitrum Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,96,105,SWC-101_96,Potential issue SWC-101 detected,Low,0.9,Fixed,Use SafeMath / checked arithmetic,0x8b8bf57b...990e
SmartReservation::SWC-106::332,2025-08-14T04:19:31.412932,Sepolia,SmartReservation,contracts/SmartReservation.sol,332,334,SWC-106_97,Potential issue SWC-106 detected,High,0.83,Open,Add checks and input validation,0x8c3ebb18...5441
SmartTourismToken::SWC-108::272,2025-08-14T04:20:31.413020,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,272,281,SWC-108_98,Potential issue SWC-108 detected,Medium,0.81,Open,Follow Checks-Effects-Interactions,0xf0ae1262...a00f
SmartTourismToken::SWC-108::185,2025-08-14T04:21:31.413112,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,185,196,SWC-108_99,Potential issue SWC-108 detected,Low,0.89,Open,Follow Checks-Effects-Interactions,0x4fa89a39...7864
SmartReservation::SWC-101::239,2025-08-14T04:22:31.413202,Sepolia,SmartReservation,contracts/SmartReservation.sol,239,244,SWC-101_100,Potential issue SWC-101 detected,Medium,0.88,Accepted,Refactor to pull over push model,0xb7e78fa4...6cec
,2025-08-14T04:23:31.413294,Sepolia,SmartReservation,contracts/SmartReservation.sol,233,240,SWC-108_101,Potential issue SWC-108 detected,High,0.94,Fixed,Follow Checks-Effects-Interactions,0x0997ab4b...9d9f
StakingPool::SWC-106::59,2025-08-14T04:24:31.413388,Sepolia,StakingPool,contracts/StakingPool.sol,59,63,SWC-106_102,Potential issue SWC-106 detected,Medium,0.82,Fixed,Use SafeMath / checked arithmetic,0x17211db8...65a0
SmartReservation::SWC-105::66,2025-08-14T04:25:31.413480,Arbitrum Sepolia,SmartReservation,contracts/SmartReservation.sol,66,71,SWC-105_103,Potential issue SWC-105 detected,High,0.72,Open,Refactor to pull over push model,0x859eefdc...d52e
SmartReservation::SWC-101::381,2025-08-14T04:26:31.413570,Sepolia,SmartReservation,contracts/SmartReservation.sol,381,385,SWC-101_104,Potential issue SWC-101 detected,Critical,0.89,Fixed,Restrict access with onlyOwner,0x394bebef...9b28
SmartReservation::SWC-106::100,2025-08-14T04:27:31.413664,Sepolia,SmartReservation,contracts/SmartReservation.sol,100,109,SWC-106_105,Potential issue SWC-106 detected,Low,0.95,Open,Restrict access with onlyOwner,0xb64754ff...0d50
SmartReservation::SWC-112::331,2025-08-14T04:28:31.413754,Arbitrum Sepolia,SmartReservation,contracts/SmartReservation.sol,331,333,SWC-112_106,Potential issue SWC-112 detected,Medium,0.9,Accepted,Validate external call return values,0x624bf509...4ac3
SmartTourismToken::SWC-112::193,2025-08-14T04:29:31.413846,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,193,201,SWC-112_107,Potential issue SWC-112 detected,High,0.86,Open,Follow Checks-Effects-Interactions,0xfbb060c8...7ffe
SmartTourismToken::SWC-106::302,2025-08-14T04:30:31.413941,Arbitrum Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,302,304,SWC-106_108,Potential issue SWC-106 detected,High,0.88,Open,Add checks and input validation,0xc827d549...07b5
,2025-08-14T04:31:31.414034,Sepolia,StakingPool,contracts/StakingPool.sol,364,365,SWC-110_109,Potential issue SWC-110 detected,High,0.92,In Review,Add checks and input validation,0x66dfa7a3...3916
StakingPool::SWC-108::358,2025-08-14T04:32:31.414122,Arbitrum Sepolia,StakingPool,contracts/StakingPool.sol,358,365,SWC-108_110,Potential issue SWC-108 detected,Medium,0.83,Open,Restrict access with onlyOwner,0x11b468d5...0bc0
SmartTourismToken::SWC-110::221,2025-08-14T04:33:31.414213,Sepolia,SmartTourismToken,contracts/SmartTourismToken.sol,221,228,SWC-110_111,Potential issue SWC-110 detected,Critical,0.89,In Review,Follow Checks-Effects-Interactions,0x92249073...8e79
,2025-08-14T04:34:31.414303,Arbitrum Sepolia,StakingPool,contracts/StakingPool.sol,279,288,SWC-112_112,Potential issue SWC-112 detected,Low,0.96,Open,Follow Checks-Effects-Interactions,0x139fedd9...dd28
SmartReservation::SWC-110::344,2025-08-14T04:35:31.414393,Sepolia,SmartReservation,contracts/SmartReservation.sol,344,353,SWC-110_113,Potential issue SWC-110 detected,Low,0.95,Open,Add checks and input validation,0x790b95ec...f4ec
SmartReservation::SWC-112::387,2025-08-14T04:36:31.414488,Sepolia,SmartReservation,contracts/SmartReservation.sol,387,394,SWC-112_114,Potential issue SWC-112 detected,Medium,0.8,In Review,Use SafeMath / checked arithmetic,0x7dd920cf...68bf
